img1_path,img2_path,label
/content/drive/MyDrive/vision_benchmark/data/data_out/000525/original.jpg,/content/drive/MyDrive/vision_benchmark/data/data_out/000569/disguise_2.jpg,0
/content/drive/MyDrive/vision_benchmark/data/data_out/000421/original.jpg,/content/drive/MyDrive/vision_benchmark/data/data_out/000421/disguise_3.jpg,1
/content/drive/MyDrive/vision_benchmark/data/data_out/000408/original.jpg,/content/drive/MyDrive/vision_benchmark/data/data_out/000408/disguise_2.jpg,1
/content/drive/MyDrive/vision_benchmark/data/data_out/000280/original.jpg,/content/drive/MyDrive/vision_benchmark/data/data_out/000280/disguise_2.jpg,1
/content/drive/MyDrive/vision_benchmark/data/data_out/000161/original.jpg,/content/drive/MyDrive/vision_benchmark/data/data_out/000079/disguise_2.jpg,0
/content/drive/MyDrive/vision_benchmark/data/data_out/000398/original.jpg,/content/drive/MyDrive/vision_benchmark/data/data_out/000398/disguise_2.jpg,1
/content/drive/MyDrive/vision_benchmark/data/data_out/000389/original.jpg,/content/drive/MyDrive/vision_benchmark/data/data_out/000270/disguise_1.jpg,0
/content/drive/MyDrive/vision_benchmark/data/data_out/000148/original.jpg,/content/drive/MyDrive/vision_benchmark/data/data_out/000134/disguise_2.jpg,0
/content/drive/MyDrive/vision_benchmark/data/data_out/000551/original.jpg,/content/drive/MyDrive/vision_benchmark/data/data_out/000551/disguise_2.jpg,1
/content/drive/MyDrive/vision_benchmark/data/data_out/000574/original.jpg,/content/drive/MyDrive/vision_benchmark/data/data_out/000232/disguise_3.jpg,0
/content/drive/MyDrive/vision_benchmark/data/data_out/000345/original.jpg,/content/drive/MyDrive/vision_benchmark/data/data_out/000345/disguise_3.jpg,1
/content/drive/MyDrive/vision_benchmark/data/data_out/000216/original.jpg,/content/drive/MyDrive/vision_benchmark/data/data_out/000216/disguise_3.jpg,1
/content/drive/MyDrive/vision_benchmark/data/data_out/000088/original.jpg,/content/drive/MyDrive/vision_benchmark/data/data_out/000088/disguise_2.jpg,1
/content/drive/MyDrive/vision_benchmark/data/data_out/000198/original.jpg,/content/drive/MyDrive/vision_benchmark/data/data_out/000198/disguise_1.jpg,1
/content/drive/MyDrive/vision_benchmark/data/data_out/000207/original.jpg,/content/drive/MyDrive/vision_benchmark/data/data_out/000543/disguise_3.jpg,0
/content/drive/MyDrive/vision_benchmark/data/data_out/000109/original.jpg,/content/drive/MyDrive/vision_benchmark/data/data_out/000441/disguise_2.jpg,0
/content/drive/MyDrive/vision_benchmark/data/data_out/000500/original.jpg,/content/drive/MyDrive/vision_benchmark/data/data_out/000465/disguise_1.jpg,0
/content/drive/MyDrive/vision_benchmark/data/data_out/000403/original.jpg,/content/drive/MyDrive/vision_benchmark/data/data_out/000403/disguise_2.jpg,1
/content/drive/MyDrive/vision_benchmark/data/data_out/000496/original.jpg,/content/drive/MyDrive/vision_benchmark/data/data_out/000228/disguise_3.jpg,0
/content/drive/MyDrive/vision_benchmark/data/data_out/000562/original.jpg,/content/drive/MyDrive/vision_benchmark/data/data_out/000588/disguise_2.jpg,0
/content/drive/MyDrive/vision_benchmark/data/data_out/000185/original.jpg,/content/drive/MyDrive/vision_benchmark/data/data_out/000364/disguise_3.jpg,0
/content/drive/MyDrive/vision_benchmark/data/data_out/000510/original.jpg,/content/drive/MyDrive/vision_benchmark/data/data_out/000108/disguise_2.jpg,0
/content/drive/MyDrive/vision_benchmark/data/data_out/000556/original.jpg,/content/drive/MyDrive/vision_benchmark/data/data_out/000077/disguise_1.jpg,0
